Año,Tipo de recogida,Bilketa mota,Clasificación,Sailkapena,Subclasificación,Azpisailkapena,Ambito,Eremua,Total (kg)
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,7051530
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,745720
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,1108480
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,801710
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte Vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,408890
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,679460
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,101484
2019,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,1006059
2019,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,4662410
2019,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,402390
2019,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte Vieja,Parte Zaharra,URBANO,HIRIA,279410
2019,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,73160
2019,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,6034584
2019,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,1578010
2019,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,23136
2019,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,701209
2019,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,96362
2019,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,2913
2019,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,24086
2019,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,65325
2019,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,46604
2019,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,19872
2019,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,132328
2019,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,112.460
2019,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,474.340
2019,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,79479
2019,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,490
2019,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,75760
2019,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,622069
2019,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,559920
2019,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,864821
2019,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2743380
2019,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,248221
2019,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,14171
2019,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2019,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2019,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,21786
2019,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,259757
2019,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,17335
2019,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,96352
2019,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,11143
2019,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,12005
2019,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,5437
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,47561300
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,734720
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,179460
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,953583
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,80473
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,919190
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,283672
2019,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2019,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2477720
2019,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,585020
2019,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2020,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,647427
2020,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,4902520
2020,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,45670
2020,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,270203
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6885900
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,607250
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,990440
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,787510
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte Vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,238200
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,693680
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,146822
2020,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,823439
2020,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,4939340
2020,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,381850
2020,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte Vieja,Parte Zaharra,URBANO,HIRIA,168170
2020,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,52410
2020,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5705247
2020,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,757820
2020,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,23029
2020,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,647164
2020,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,105259
2020,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,2185
2020,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,34
2020,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,78178
2020,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,18825
2020,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,44211
2020,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,111920
2020,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,138.660
2020,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,266.360
2020,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,95627
2020,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,235
2020,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,19540
2020,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,618388
2020,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,0
2020,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,802463
2020,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,3006160
2020,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,299410
2020,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,9409
2020,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2020,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2020,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,23327
2020,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,223089
2020,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,4316
2020,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,105741
2020,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,13742
2020,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,15977
2020,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,10944
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,43554478
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,0
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,99760
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,934351
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,59182
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,701408
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,260132
2020,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2020,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,1583340
2020,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,268860
2020,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2021,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,647427
2021,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,5064770
2021,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,57880
2021,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,242281
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6546090
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,659400
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,992560
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,760070
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,303780
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,598220
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,134463
2021,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,904901
2021,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,4771420
2021,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,372710
2021,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte vieja,Parte Zaharra,URBANO,HIRIA,174890
2021,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,66748
2021,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5872590
2021,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,997240
2021,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,23736
2021,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,613129
2021,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,111823
2021,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,2015
2021,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,718
2021,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,50195
2021,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,27716
2021,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,61013
2021,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,105651
2021,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,128.260
2021,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,272.140
2021,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,110904
2021,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,1070
2021,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,8440
2021,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,756514
2021,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,565840
2021,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,656698
2021,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2944200
2021,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,334097
2021,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,18475
2021,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2021,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2021,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,20813
2021,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,193889
2021,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,3886
2021,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,95680
2021,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,11258
2021,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,26763
2021,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,10519
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,44335769
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,0
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,47740
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,1256483
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,61940
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,1080377
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,222816
2021,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2021,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2179740
2021,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,543830
2021,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2022,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,649201
2022,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,5041660
2022,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,69910
2022,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,211970
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6077190
